anime,Boku no Hero Academia 5th Season,Tokyo Revengers,Fumetsu no Anata e,"Ijiranaide, Nagatoro-san",Hige wo Soru. Soshite Joshikousei wo Hirou.,86,Vivy: Fluorite Eye's Song,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Fruits Basket: The Final,"Sentouin, Hakenshimasu!","Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",Tensura Nikki: Tensei shitara Slime Datta Ken,Odd Taxi,Shaman King (2021),Osananajimi ga Zettai ni Makenai Love Comedy,Mairimashita! Iruma-kun 2nd Season,Koi to Yobu ni wa Kimochi Warui,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Edens Zero,Zombieland Saga: Revenge,Yuukoku no Moriarty 2nd Season,Nomad: Megalo Box 2,Shadows House,Seijo no Maryoku wa Bannou Desu,Mashiro no Oto,Mars Red,SSSS.Dynazenon,Shakunetsu Kabaddi,Jouran: The Princess of Snow and Blood,Super Cub,Bakuten!!,Bishounen Tanteidan,Subarashiki Kono Sekai The Animation,Godzilla: S.P,"Dragon, Ie wo Kau.",Seven Knights Revolution: Eiyuu no Keishousha,Sayonara Watashi no Cramer,Yakunara Mug Cup mo,Kuro Gal ni Natta kara Shinyuu to shitemita.,Blue Reflection Ray,Cestvs: The Roman Fighter,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,Cardfight!! Vanguard: overDress,Battle Athletess Daiundoukai ReSTART!,Yuuki Yuuna wa Yuusha de Aru Churutto!,Itazuraguma no Gloomy,Youkai Watch ♪,Shikaru Neko,Mazica Party,Mewkledreamy Mix!,Shinkansen Henkei Robo Shinkalion Z the Animation,Duel Masters King!,Uchuu Nanchara Kotetsu-kun,Utau Soccer Panda Mifanda,Iii Icecrin,Dosukoi Sushi Zumou,Oshiri Tantei 5th Season,Neko Jockey,ColoColo Animal Otogibanashi,Washimo 9th Season,One Piece,Boruto: Naruto Next Generations,Detective Conan,Nanatsu no Taizai: Fundo no Shinpan,"Kumo Desu ga, Nani ka?",Crayon Shin-chan,Kingdom 3rd Season,Pokemon (2019),Dragon Quest: Dai no Daibouken (2020),Digimon Adventure:,Back Arrow,Doraemon (2005),Yu☆Gi☆Oh!: Sevens,Maiko-san Chi no Makanai-san,Gudetama,Tropical-Rouge! Precure,Sazae-san,Nintama Rantarou,Rebirth,Chibi Maruko-chan (1995),D4DJ Petit Mix,Tokyo Gambo,Sore Ike! Anpanman,Bonobono (TV 2016),Kiratto Pri☆chan Season 3,Ojarumaru,Neko Konogoro,Puzzle & Dragon,Okashi na Sabaku no Suna to Manu,Neko no Robu,Fushigi Dagashiya: Zenitendou,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,Knyacki!,Shiawase Haitatsu Taneko,Aware! Meisaku-kun,Hanakappa,Kirin the Noop,Kaoru no Taisetsu na Mono,Shimajirou no Wow!,Manul no Yuube,Gohan Kaijuu Pap,Yowamushi Monsters,Bite-Choicar,Robot Pulta,Norimono Man: Mobile Land no Car-kun,Liv & Bell,Konigiri-kun,Beads no Mori no Rabi,Otoppe,Fuwafuwa Hour: Pui Pui & Muu Muu,Oidon to,Keito no Yousei: Knit to Wool,Unicorn no Kyupi,Pakkororin,Reizouko no Tsukenosuke!,Onigiri ni Naritai Cogimyun,Origami Ninja Koyankinte,Pororo Donghwanala,Sigan Yeohaengja Luke,Gokushufudou,Shuumatsu no Walküre,Shiguang Dailiren,Yasuke,Mini Dragon,Youjo Senki: Sabaku no Pasta Daisakusen,Hetalia World★Stars,Eden (ONA),Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,Etotama: Nyankyaku Banrai,Yoru no Kuni,Chibi Revenger,Artiswitch,Hololive Alternative,Daomu Biji Zhi Qinling Shen Shu,Liang Bu Yi,Wanmei Shijie,Celia-sensei no Wakuwaku Magical Kyoushitsu,Douluo Dalu: Shan Yu Yu Lai,Shi Yi Chang An: Mingyue Jishi You Er,Mi Bao Zhi Guo,Beyblade Burst Dynamite Battle,Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,Wan Jie Du Zun,SD Gundam World Heroes,Mignon,Wu Shang Shen Di 2nd Season,Juan Siliang,Li Linke de Xiao Guaner,Ling Long: Incarnation Final Chapter,Kuang Shen Mo Zun,Xinghe Zhizun,Wan Jie Xian Zong 5th Season,Xi Xing Ji: Suming Pian,Hua Jianghu: Huan Shi Men Sheng 2nd Season,Tai Yi Xian Mo Lu Zhi Ling Fei Ji IV,Wo Zhen de Meiyong Mie?,Hua Jiang Hu: Bu Liang Ren IV,Kaijuu Step SDGs Daisakusen,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,Oyasumi Sex,J* Fuuzoku Gakuensai,Sakusei Byoutou The Animation,Eroge de Subete wa Kaiketsu Dekiru! The Animation,Netoshisu,Bitch na Inane-sama,Kazoku: Haha to Shimai no Kyousei,Shidoukan Day After The Animation,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Mobile Suit Gundam: Hathaway's Flash,Shika no Ou: Yuna to Yakusoku no Tabi,Detective Conan Movie 24: The Scarlet Bullet,Sayonara Watashi no Cramer Movie: First Touch,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,Shoujo☆Kageki Revue Starlight Movie,Eiga Daisuki Pompo-san (Movie),BanG Dream! Movie: Episode of Roselia - II: Song I Am.,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,Xiyou Ji: Zai Shi Yao Wang,Wonder Egg Priority Special,86 Special Edition: Senya ni Akaku Hinageshi no Saku,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,Jaku-Chara Tomozaki-kun Specials,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,Yuru Camp△ Season 2 Specials,Tenchi Souzou Design-bu Special,Obey Me!: Makai Dai Ryokou!,Hunter x Hunter (2011),Mahou Shoujo-tai Arusu
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",0.8169,0.9923,1.2803,0.65,1.335,0.9914,1.2657,0.6167,0.7667,0.65,0.0,0.2897,1.2743,0.86,0.801,0.6417,0.825,0.65,0.72,0.7977,1.2794,1.2797,0.825,0.65,0.825,1.2777,0.9903,0.825,0.9842,0.7667,1.4417,1.4167,1.2921,0.9906,0.5333,0.8378,0.9769,0.7524,1.273,1.7436,1.335,0.825,0.7444,0.9,0.475,0.7667,0.825,0.7667,0.7667,0.825,0.9885,0.72,0.7667,0.7667,0.9889,0.7667,0.65,0.7667,0.7667,0.65,0.7667,0.9981,0.8592,0.8683,0.7567,0.65,1.288,0.712,0.86,0.72,0.8167,0.825,0.825,0.65,0.825,0.825,0.5333,0.7667,0.5333,0.5333,0.7667,0.75,0.5325,0.5333,0.5264,0.65,0.7667,1.2709,0.7667,0.5333,1.4167,1.5316,0.5333,0.65,0.7667,0.7667,0.7667,1.4167,0.7667,0.65,0.7667,0.825,inf,inf,0.825,0.5333,1.4167,inf,inf,0.7667,0.7667,1.475,0.7667,0.7667,inf,0.7667,0.7667,0.7667,0.825,1.432,0.65,1.2709,1.335,0.825,0.7667,0.988,0.7667,0.65,0.825,0.64,0.7667,0.7479,0.825,inf,1.5017,0.825,0.86,0.5333,0.8833,1.4167,0.86,0.9,0.7667,0.7667,1.631,1.3582999999999998,0.8833,0.825,0.825,1.3875,0.7667,0.825,0.86,0.86,0.8833,0.86,0.5333,0.86,inf,0.825,0.7667,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8386,1.2913999999999999,0.86,0.8833,0.9857,1.2981,1.5316,inf,0.825,1.5316,1.2913999999999999,0.5333,0.825,0.825,1.2913999999999999,0.72,1.335,1.5,0.5333,0.3,0.5333,0.86,0.65
Tensura Nikki: Tensei shitara Slime Datta Ken,0.825,0.9923,0.9906,0.65,1.335,0.9914,0.976,0.6397,0.7505,0.6364,0.2897,0.0,0.9846,0.8521,0.8135,0.6417,0.825,0.65,0.7148,0.825,0.9897,0.99,0.825,0.6397,0.8156,0.988,1.28,0.8043,0.9842,0.7583,1.421,1.2846,1.2921,1.2803,0.5213,0.86,1.2666,0.7667,0.9833,1.7305000000000001,1.335,0.825,0.756,0.9,0.475,0.7667,0.825,0.7667,0.7547,0.825,0.9885,0.72,0.7667,0.7667,0.9889,0.7667,0.65,0.7667,0.7667,0.65,0.7645,0.9981,0.8584,0.8833,0.7667,0.65,1.288,0.712,0.86,0.72,0.825,0.825,0.825,0.635,0.825,0.8107,0.5333,0.7649,0.5333,0.5333,0.7667,0.7667,0.5316,0.5333,0.5333,0.65,0.7667,0.9812,0.7667,0.5333,1.2846,1.5307,0.5333,0.65,0.7667,0.7667,0.7667,1.4167,0.7667,0.65,0.7667,0.825,inf,inf,0.825,0.5333,1.4167,inf,inf,0.7667,0.7667,1.4543,0.7667,0.7667,inf,0.7667,0.7667,0.7667,0.825,1.432,0.621,0.9912,1.335,0.825,0.7667,0.988,0.7667,0.65,0.825,0.65,0.7667,0.7667,0.825,inf,1.5017,0.825,0.86,0.5333,0.8833,1.3877000000000002,0.86,0.9,0.7667,0.7667,1.631,1.3582999999999998,0.8833,0.825,0.825,1.3875,0.7667,0.825,0.86,0.86,0.8833,0.86,0.5333,0.86,inf,0.8019,0.7536,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8497,1.2913999999999999,0.86,0.8833,1.2754,1.2981,1.5307,inf,0.825,1.5307,1.2913999999999999,0.5333,0.825,0.825,1.2913999999999999,0.72,1.335,1.276,0.5333,0.3,0.5333,0.86,0.65
Odd Taxi,1.2903,0.994,1.4167,1.5236,1.2812,0.9935,1.4167,1.287,0.9939,1.4167,1.2743,0.9846,0.0,1.409,1.2903,0.987,0.9903,1.4167,0.9957,1.5103,0.6346,1.4668999999999999,0.9914,1.545,1.6389,0.9917,1.2912,0.9769,0.99,1.6414,0.9923,0.3,0.9919,0.7667,1.2984,1.294,0.9942,1.6414,0.9897,1.9832,1.4653,1.5917,1.2847,1.3933,0.9889,0.9889,1.5203,1.6414,1.5334,1.5272999999999999,1.3,1.3,0.9906,1.6414,1.7643,1.2889,0.7667,1.2889,1.2889,1.6247,0.9964,0.9945,0.7647,0.9942,0.86,1.5253999999999999,1.2917,1.288,1.2878,1.2909,1.2906,1.5831,0.9906,1.6196000000000002,1.5897000000000001,1.2906,1.5179,0.9967,1.5179,1.5179,0.9935,1.6414,0.9984,1.5179,1.5179,1.4143,1.2889,1.7643,1.2889,1.5179,0.3,1.7542,1.5179,1.4167,1.2889,1.2889,1.2889,1.5314,1.2889,1.4135,1.6414,1.475,inf,inf,1.298,1.5179,1.5314,inf,inf,1.5334,1.5334,1.2923,1.5334,1.5334,inf,1.2889,1.5334,1.2889,1.5272999999999999,1.4167,1.5236,0.9933,1.5266,1.2906,1.2889,0.9917,1.2889,1.4167,1.475,1.4167,1.5334,1.2889,1.2913999999999999,inf,0.7667,1.2903,1.294,1.2984,1.4689999999999999,1.6402999999999999,0.7667,0.86,1.6414,1.5334,1.7635,1.545,1.2942,1.2906,1.7581,1.5179,1.5334,1.2906,1.5239,1.294,0.825,1.294,1.2984,1.2999999999999998,inf,0.9921,1.5310000000000001,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.287,0.9919,1.294,0.825,1.6273,1.2919,1.9815,inf,1.475,1.9815,1.2919,1.2974999999999999,1.2906,1.475,1.2919,1.3,1.2727,1.4167,1.5179,1.2846,1.2984,0.994,1.4127
Shaman King (2021),0.825,0.86,0.65,0.86,1.4603,1.5030000000000001,0.9727,0.86,0.7603,0.8503,0.86,0.8521,1.409,0.0,0.825,0.65,0.825,0.8506,0.72,0.5333,0.9921,1.4167,0.825,1.4918,1.4653,0.825,1.3933,0.825,0.825,1.4692,0.9919,1.4097,0.825,0.9927,0.825,0.86,1.475,1.4419,1.6439,1.6364,1.3862999999999999,1.5492,0.7667,0.7667,0.8833,0.7667,0.5333,1.4692,0.9912,0.825,1.3933,0.72,0.7667,1.4692,1.6400000000000001,0.7667,0.86,0.7667,0.7667,0.86,0.7602,0.8176,0.6443,0.7078,0.7667,0.8544,0.985,0.6892,0.853,0.72,1.29,0.81,1.29,0.8497,0.825,0.99,0.825,0.7616,0.825,0.825,0.7667,1.4692,0.8183,0.825,0.8192,0.65,0.7667,1.637,0.7667,0.825,1.411,1.6393,0.825,0.86,0.7667,0.7667,0.7667,0.7667,0.7667,0.65,1.4692,0.825,inf,inf,0.5333,0.825,0.7667,inf,inf,1.2912,1.2912,1.2919,1.2912,1.2912,inf,0.7667,1.2912,0.7667,0.825,0.86,0.86,0.853,0.825,1.29,0.7667,1.285,0.7576,1.44,1.3933,0.86,1.2912,0.7667,0.825,inf,0.65,0.825,0.86,0.825,0.8833,1.475,1.44,0.7667,1.4692,1.2912,1.6393,1.51,0.72,1.29,1.383,1.55,1.2912,1.29,1.3582999999999998,0.86,1.5276,0.86,0.825,1.51,inf,0.8079,0.7573,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8521,1.483,0.86,0.8697,1.575,0.825,1.75,inf,0.825,1.75,1.5030000000000001,0.825,1.29,1.3933,1.5030000000000001,0.72,1.4687999999999999,1.2727,0.825,0.86,0.825,0.8455,0.65
Osananajimi ga Zettai ni Makenai Love Comedy,0.7578,0.9829,1.4707,0.5333,0.7667,1.5213,1.5133,0.825,0.7114,0.825,0.801,0.8135,1.2903,0.825,0.0,0.8159,0.3,0.81,0.8545,0.7517,1.5142,1.5145,0.97,0.825,0.9786,1.5029,1.2864,0.7667,1.5162,0.9909,0.988,1.5903,1.2824,1.5642,0.753,1.2842,0.9921,1.29,0.825,1.6469,1.5003,1.3483,0.65,0.8833,0.86,0.65,0.7667,1.29,1.3667,1.3582999999999998,1.5156,0.86,0.65,1.29,1.6286,0.65,0.825,0.65,0.65,0.825,0.8826,1.2959,0.825,1.2906,0.8833,0.825,1.3924,0.86,1.288,0.86,1.3433000000000002,0.7667,1.3433000000000002,0.8074,0.7667,1.3233000000000001,0.7667,0.65,0.7667,0.7667,0.65,1.29,0.7658,0.7667,0.7667,0.825,0.65,1.7947,0.65,0.7667,1.5903,0.9833,0.7667,0.825,0.65,0.65,0.65,1.4167,0.65,0.825,1.29,0.7667,inf,inf,0.7667,0.7667,1.4167,inf,inf,1.3667,1.3667,1.288,1.3667,1.3667,inf,0.65,1.3667,0.65,1.3582999999999998,1.4632999999999998,0.5233,0.9903,1.4314,1.3433000000000002,0.65,1.3987,0.65,1.3833,1.3582999999999998,0.825,1.3667,0.6269,1.27,inf,1.475,0.3,1.335,0.7167,0.86,0.65,1.475,0.8833,1.29,1.3667,1.6482,0.825,1.44,1.3433000000000002,1.3407,1.6284999999999998,1.3667,1.3433000000000002,0.825,1.335,0.86,1.335,0.7667,0.825,inf,0.7667,0.67,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.9885,1.5133,1.335,0.86,0.75,1.51,1.6333,inf,0.7667,1.6333,1.5701999999999998,0.7667,1.3433000000000002,1.3582999999999998,1.5701999999999998,0.86,0.7452,1.5828,0.7667,0.825,0.7667,1.3166,0.825
Mairimashita! Iruma-kun 2nd Season,0.825,0.8395,0.8523,0.8485,1.3933,0.9929,1.4942,0.65,0.76,0.65,0.6417,0.6417,0.987,0.65,0.8159,0.0,0.8139,0.64,0.7154,0.5233,0.9829,0.9919,0.825,0.8429,0.9842,0.825,0.9921,0.7993,0.825,1.4,0.9824,0.99,0.9909,1.5,0.524,0.86,0.9872,1.3941,1.625,1.7336,1.3728,1.4649999999999999,0.7667,0.8889,0.72,0.7667,0.5333,1.4084,0.7573,0.825,1.2921,0.72,0.7667,1.4084,1.5299999999999998,0.7667,0.65,0.7667,0.7667,0.86,0.7645,0.9925,0.8572,0.7072,0.75,0.86,0.9923,0.7089,0.8527,0.72,0.825,0.825,0.8143,0.86,0.825,0.825,0.825,0.765,0.825,0.825,0.7667,1.3917000000000002,0.5317,0.825,0.825,0.65,0.7667,0.987,0.7667,0.825,1.287,0.9893,0.825,0.65,0.7667,0.7667,0.7667,1.4167,0.7667,0.65,1.4084,0.825,inf,inf,0.825,0.825,1.4167,inf,inf,0.7667,0.7667,1.2824,0.7667,0.7667,inf,0.7667,0.7667,0.7667,0.825,1.4272,0.86,0.8527,0.825,0.825,0.7667,0.9806,0.7667,0.86,0.825,0.65,0.7667,0.7667,0.825,inf,0.86,0.825,0.86,0.5333,0.8833,1.4639,0.86,0.9,1.4084,0.7667,0.9893,1.51,0.72,0.825,1.3933,1.54,0.7667,0.825,0.86,0.86,0.8833,0.86,0.5333,0.86,inf,0.8162,0.7567,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.65,1.2929,0.86,0.8833,1.5659,1.2909,1.5308,inf,0.825,1.5308,1.2929,0.5333,0.825,0.825,1.2929,0.72,1.3933,1.5,0.825,0.65,0.5333,0.8559,0.65
Koi to Yobu ni wa Kimochi Warui,0.7667,0.99,1.475,0.5333,0.7667,1.5197,1.5197,0.825,0.72,0.825,0.825,0.825,0.9903,0.825,0.3,0.8139,0.0,0.825,0.8539,0.7667,1.5242,1.5245,1.27,0.825,1.2786,1.5146000000000002,0.9864,0.7667,1.5232999999999999,1.2909,1.288,1.2903,0.9824,1.5109,0.7667,0.9842,0.9906,1.3,0.825,1.6968999999999999,1.5003,1.3582999999999998,0.65,0.8833,0.86,0.65,0.7667,1.3,1.4024,1.3582999999999998,1.2864,0.83,0.625,1.3,1.6286,0.65,0.825,0.65,0.65,0.825,0.8833,0.9959,0.825,0.9906,0.869,0.825,1.4013,0.8555,0.988,0.86,1.3502,0.7667,1.3582999999999998,0.7977,0.7667,1.3369,0.7667,0.65,0.7667,0.7667,0.65,1.3,0.7667,0.7667,0.7578,0.825,0.65,1.8009,0.65,0.7667,1.2903,1.2832999999999999,0.7667,0.825,0.65,0.6,0.65,1.4167,0.65,0.825,1.3,0.7667,inf,inf,0.7667,0.7667,1.4167,inf,inf,1.4167,1.4167,1.4167,1.4167,1.4167,inf,0.65,1.4167,0.65,1.3582999999999998,1.4632999999999998,0.5333,1.2686,1.44,1.3582999999999998,0.65,1.4076,0.65,1.3933,1.3582999999999998,0.825,1.4167,0.65,1.3582999999999998,inf,1.475,0.3,1.2842,0.7667,0.86,0.65,1.475,0.8833,1.3,1.4167,1.6482,0.825,1.2906,1.3582999999999998,1.331,1.6421999999999999,1.4167,1.3582999999999998,0.825,1.2842,0.86,1.2842,0.7667,0.825,inf,0.7667,0.72,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2885,1.5197,1.2842,0.86,0.7667,1.2824,1.6333,inf,0.7667,1.6333,1.5197,0.7667,1.3582999999999998,1.3582999999999998,1.5197,0.86,0.7667,1.5197,0.7667,0.825,0.7667,1.2818,0.825
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,0.5237,0.8413,1.3437999999999999,0.81,1.28,0.8386,0.86,0.637,0.9,0.3,0.65,0.65,1.4167,0.8506,0.81,0.64,0.825,0.0,0.7142,0.825,0.987,0.8833,1.4649999999999999,0.847,1.37,0.825,0.825,0.825,0.825,1.4083,0.9714,1.4167,0.81,0.86,0.5175,0.6364,1.4598,1.4024,1.2842,1.7259,0.825,0.825,0.7667,0.7667,0.72,0.7667,0.825,1.4167,0.7667,0.825,0.825,0.475,0.7467,1.4167,1.4666000000000001,0.7667,0.65,0.7667,0.7667,0.86,0.5793,0.821,0.8592,0.7114,0.5675,0.86,0.7667,0.4707,0.65,0.475,0.5333,0.825,0.5333,0.86,0.825,0.5133,0.825,0.7667,0.825,0.825,0.7667,1.4,0.5333,0.825,0.825,0.65,0.7667,1.5786,0.7667,0.825,1.4167,1.4663,0.825,0.65,0.7667,0.7667,0.7667,1.2957,0.7667,0.65,1.4167,0.5333,inf,inf,0.825,0.825,1.2957,inf,inf,0.7667,0.7667,1.2714,0.7667,0.7667,inf,0.7667,0.7667,0.7667,0.825,0.86,0.8489,0.8493,1.3746,0.5333,0.7667,0.7667,0.75,0.86,0.825,0.3,0.7667,0.7667,1.4649999999999999,inf,1.3342,0.825,0.65,0.5033,0.72,1.4167,0.86,0.7667,1.4167,0.7667,1.5778,1.4793,0.72,0.5333,1.3933,0.9,0.7667,0.5333,0.65,0.65,0.8833,0.65,0.5333,0.86,inf,0.8107,0.749,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.65,0.86,0.65,0.72,1.4625,0.825,1.5324,inf,0.825,1.5324,0.86,0.5333,0.5333,0.825,0.86,0.475,1.3933,0.86,0.825,0.65,0.5333,0.65,0.65
Edens Zero,0.8555,0.991,0.8833,0.8706,1.4165999999999999,0.8738,0.8833,0.72,0.9034,0.72,0.72,0.7148,0.9957,0.72,0.8545,0.7154,0.8539,0.7142,0.0,0.86,1.5333,0.8949,0.9943,0.8833,0.9951,0.9944,0.86,0.8549,1.2944,0.9954,1.4716,1.2957,0.86,0.8733,0.6444,0.72,0.9957,1.2953999999999999,1.55,1.6269,0.9943,1.4313,0.825,0.65,0.7667,0.825,0.86,1.2953999999999999,0.8194,0.65,0.8545,0.58,0.825,1.2953999999999999,0.9946,0.8187,0.72,0.825,0.825,0.72,0.6438,0.8551,0.7169,0.7667,0.65,0.8833,0.99,0.5713,0.7152,0.5751,0.8554,0.65,0.854,0.8833,0.86,0.86,0.86,0.8205,0.86,0.86,0.825,1.2953999999999999,0.6476,0.86,0.8515,0.475,0.825,1.6431,0.825,0.86,1.2957,0.994,0.86,0.72,0.825,0.825,0.825,0.825,0.825,0.475,1.2953999999999999,0.86,inf,inf,0.65,0.86,0.825,inf,inf,0.825,0.825,1.5049000000000001,0.825,0.825,inf,0.825,0.825,0.825,0.65,0.72,0.8833,0.9852,1.4165999999999999,0.86,0.825,0.9944,0.825,0.72,0.86,0.7149,0.825,0.8183,1.2943,inf,0.8833,0.86,0.72,0.65,0.7667,1.5039,0.72,0.8,1.2953999999999999,0.825,1.6423,1.5333,0.7667,0.86,1.4165999999999999,0.9125,0.825,0.86,0.8833,0.72,0.9,0.72,0.65,0.8833,inf,0.8546,0.65,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8728,0.8833,0.72,0.9,1.5333,0.86,1.6467,inf,0.86,1.6467,0.8833,0.65,0.86,0.86,0.8833,0.58,1.4165999999999999,0.8833,0.86,0.72,0.65,0.711,0.475
Zombieland Saga: Revenge,0.7667,0.825,0.825,0.825,1.42,1.475,1.506,0.825,0.72,0.825,0.7977,0.825,1.5103,0.5333,0.7517,0.5233,0.7667,0.825,0.86,0.0,1.5062,1.5152,0.7667,1.3662,1.4249999999999998,0.7667,1.5094,0.7667,0.7667,1.28,1.3834,1.5133,1.3582999999999998,1.526,0.7667,1.2956,1.5105,0.98,1.5767,1.7092999999999998,1.3582999999999998,1.5253,0.65,0.8833,0.86,0.65,0.3,1.28,1.2806,1.3483,1.5094,0.86,0.65,1.28,1.6286,0.65,0.825,0.65,0.65,0.825,0.8819,1.3509,0.8242,0.8514,0.8833,0.8173,1.4013,0.86,1.2894,0.86,1.3046,0.7427,1.331,0.825,0.7667,1.331,0.7667,0.6482,0.7667,0.7667,0.65,1.28,0.7649,0.7667,0.7586,0.825,0.65,1.5103,0.65,0.7667,1.5909,1.5126,0.7667,0.825,0.65,0.65,0.65,1.3,0.65,0.825,1.28,0.7667,inf,inf,0.7667,0.7667,1.3,inf,inf,1.29,1.29,1.4167,1.29,1.29,inf,0.65,1.29,0.65,1.3483,1.3933,0.825,0.825,0.7667,1.331,0.65,1.4076,0.6333,1.3833,1.3483,0.825,1.29,0.65,0.7667,inf,0.825,0.7667,1.2956,0.7667,1.4066,1.4017,1.3833,0.8833,1.28,1.29,1.5126,1.4867,0.86,1.331,1.3582999999999998,1.5917,1.29,1.331,1.3833,1.2956,1.4066,1.2956,0.7667,1.3833,inf,0.7667,0.8833,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7977,1.455,1.2956,0.86,1.5017,1.3582999999999998,1.6333,inf,0.7667,1.6333,1.475,0.7667,1.331,1.3483,1.475,0.86,1.4285,1.5676999999999999,0.7667,0.825,0.7667,0.9956,0.825
Yuukoku no Moriarty 2nd Season,0.9833,0.9923,1.475,1.2909,0.9864,0.9914,0.8135,0.9897,0.9921,1.287,1.2794,0.9897,0.6346,0.9921,1.5142,0.9829,1.5242,0.987,1.5333,1.5062,0.0,0.99,1.626,0.9786,1.6970999999999998,0.988,1.3468,0.9556,1.288,1.7453,0.9893,0.637,1.2862,0.825,1.2983,1.2957,1.6288,1.7453,0.9833,1.9614,0.9875,1.6306,0.9893,1.4165999999999999,1.4647000000000001,1.2875,1.5162,1.7453,0.975,1.529,1.3338,1.2961,1.2875,1.7453,1.8214000000000001,1.2875,0.825,1.2875,1.2875,1.6397,0.9971,0.9922,0.8218,1.4497,0.8833,0.9933,0.9806,0.9961,1.2895,1.2884,1.2857,1.6264,0.9857,1.6247,1.6375000000000002,1.2857,1.5230000000000001,1.2857,1.5230000000000001,1.5106,1.2805,1.7453,0.9983,1.5230000000000001,1.5179,1.4632999999999998,1.2875,1.8214000000000001,1.2875,1.5230000000000001,0.65,1.8125,1.5230000000000001,1.475,1.2875,1.2875,1.2875,1.5885,1.2875,1.4632999999999998,1.7453,1.2832999999999999,inf,inf,1.3551,1.5230000000000001,1.5885,inf,inf,1.275,1.275,1.2893,1.275,1.275,inf,1.2875,1.275,1.2875,1.529,1.4635,0.9909,0.9912,1.5245,1.2857,1.2875,1.2806,0.9875,1.475,1.51,1.287,1.275,1.2875,1.65,inf,0.825,1.5242,1.2957,1.2983,1.4707,1.6364,0.825,0.8833,1.7453,1.275,1.8206,1.5197,1.4647000000000001,1.2857,1.8035999999999999,0.8833,1.275,1.2857,1.5190000000000001,1.2957,0.86,1.2957,1.2983,1.335,inf,0.9889,1.5567,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.9897,0.9885,1.2957,0.86,1.6242999999999999,1.2922,1.9726,inf,1.51,1.9726,1.2885,1.2973999999999999,1.2857,1.51,1.2885,1.2961,1.2564000000000002,0.825,1.5230000000000001,1.2897,1.2983,0.9957,1.4632999999999998
